Source,CH1
Second,Volt
-0.00453680000,5.16000,
-0.00453600000,5.12000,
-0.00453520000,5.12000,
-0.00453440000,5.12000,
-0.00453360000,5.16000,
-0.00453280000,5.16000,
-0.00453200000,5.12000,
-0.00453120000,5.16000,
-0.00453040000,5.12000,
-0.00452960000,5.16000,
-0.00452880000,5.16000,
-0.00452800000,5.12000,
-0.00452720000,5.16000,
-0.00452640000,5.12000,
-0.00452560000,5.12000,
-0.00452480000,5.12000,
-0.00452400000,5.16000,
-0.00452320000,5.16000,
-0.00452240000,5.16000,
-0.00452160000,5.16000,
-0.00452080000,5.20000,
-0.00452000000,5.12000,
-0.00451920000,5.16000,
-0.00451840000,5.12000,
-0.00451760000,5.16000,
-0.00451680000,5.16000,
-0.00451600000,5.16000,
-0.00451520000,5.12000,
-0.00451440000,5.16000,
-0.00451360000,5.16000,
-0.00451280000,5.16000,
-0.00451200000,5.16000,
-0.00451120000,5.16000,
-0.00451040000,5.12000,
-0.00450960000,5.16000,
-0.00450880000,5.12000,
-0.00450800000,5.16000,
-0.00450720000,5.12000,
-0.00450640000,5.16000,
-0.00450560000,5.12000,
-0.00450479969,5.12000,
-0.00450399969,5.16000,
-0.00450319969,5.16000,
-0.00450239969,5.16000,
-0.00450160031,5.12000,
-0.00450080031,5.12000,
-0.00450000031,5.24000,
-0.00449920031,5.16000,
-0.00449840031,5.16000,
-0.00449760031,5.20000,
-0.00449680031,5.12000,
-0.00449600031,5.12000,
-0.00449520031,5.16000,
-0.00449440031,5.12000,
-0.00449360031,5.12000,
-0.00449280031,5.16000,
-0.00449200031,5.20000,
-0.00449120031,5.16000,
-0.00449040031,5.12000,
-0.00448960031,5.28000,
-0.00448880031,5.16000,
-0.00448800031,5.16000,
-0.00448720031,5.12000,
-0.00448640031,5.16000,
-0.00448560031,5.16000,
-0.00448480000,5.16000,
-0.00448400000,5.16000,
-0.00448320000,5.16000,
-0.00448240000,5.12000,
-0.00448160000,5.16000,
-0.00448080000,5.16000,
-0.00448000000,5.12000,
-0.00447920000,5.20000,
-0.00447840000,5.16000,
-0.00447760000,5.12000,
-0.00447680000,5.16000,
-0.00447600000,5.12000,
-0.00447520000,5.16000,
-0.00447440000,5.12000,
-0.00447360000,5.16000,
-0.00447280000,5.16000,
-0.00447200000,5.16000,
-0.00447120000,5.12000,
-0.00447040000,5.16000,
-0.00446960000,5.12000,
-0.00446880000,5.12000,
-0.00446800000,5.20000,
-0.00446720000,5.16000,
-0.00446640000,5.16000,
-0.00446560000,5.16000,
-0.00446480000,5.20000,
-0.00446400000,5.16000,
-0.00446320000,5.12000,
-0.00446240000,5.12000,
-0.00446160000,5.16000,
-0.00446080000,5.16000,
-0.00446000000,5.12000,
-0.00445920000,5.16000,
-0.00445840000,5.20000,
-0.00445760000,5.16000,
-0.00445680000,5.16000,
-0.00445600000,5.16000,
-0.00445520000,5.16000,
-0.00445440000,5.16000,
-0.00445360000,5.12000,
-0.00445280000,5.16000,
-0.00445200000,5.12000,
-0.00445120000,5.20000,
-0.00445040000,5.16000,
-0.00444960000,5.16000,
-0.00444880000,5.12000,
-0.00444800000,5.20000,
-0.00444720000,5.12000,
-0.00444640000,5.16000,
-0.00444560000,5.16000,
-0.00444480000,5.16000,
-0.00444400000,5.16000,
-0.00444319969,5.16000,
-0.00444239969,5.16000,
-0.00444159969,5.16000,
-0.00444079969,5.20000,
-0.00444000031,5.12000,
-0.00443920031,5.12000,
-0.00443840031,5.16000,
-0.00443760031,5.16000,
-0.00443680031,5.12000,
-0.00443600031,5.12000,
-0.00443520031,5.16000,
-0.00443440031,5.16000,
-0.00443360031,5.16000,
-0.00443280031,5.12000,
-0.00443200031,5.16000,
-0.00443120031,5.12000,
-0.00443040031,5.16000,
-0.00442960031,5.16000,
-0.00442880031,5.12000,
-0.00442800031,5.36000,
-0.00442720031,5.12000,
-0.00442640031,5.20000,
-0.00442560031,5.16000,
-0.00442480031,5.12000,
-0.00442400031,5.12000,
-0.00442320000,5.12000,
-0.00442240000,5.16000,
-0.00442160000,5.12000,
-0.00442080000,5.16000,
-0.00442000000,5.12000,
-0.00441920000,5.12000,
-0.00441840000,5.20000,
-0.00441760000,5.20000,
-0.00441680000,5.16000,
-0.00441600000,5.16000,
-0.00441520000,5.20000,
-0.00441440000,5.16000,
-0.00441360000,5.12000,
-0.00441280000,5.16000,
-0.00441200000,5.16000,
-0.00441120000,5.12000,
-0.00441040000,5.16000,
-0.00440960000,5.12000,
-0.00440880000,5.16000,
-0.00440800000,5.24000,
-0.00440720000,5.12000,
-0.00440640000,5.16000,
-0.00440560000,5.16000,
-0.00440480000,5.12000,
-0.00440400000,5.16000,
-0.00440320000,5.12000,
-0.00440240000,5.12000,
-0.00440160000,5.16000,
-0.00440080000,5.12000,
-0.00440000000,5.16000,
-0.00439920000,5.12000,
-0.00439840000,5.16000,
-0.00439760000,5.16000,
-0.00439680000,5.12000,
-0.00439600000,5.16000,
-0.00439520000,5.20000,
-0.00439440000,5.16000,
-0.00439360000,5.16000,
-0.00439280000,5.16000,
-0.00439200000,5.12000,
-0.00439120000,5.12000,
-0.00439040000,5.12000,
-0.00438960000,5.16000,
-0.00438880000,5.12000,
-0.00438800000,5.16000,
-0.00438720000,5.16000,
-0.00438640000,5.12000,
-0.00438560000,5.16000,
-0.00438480000,5.12000,
-0.00438400000,5.16000,
-0.00438320000,5.12000,
-0.00438239969,5.16000,
-0.00438159969,5.12000,
-0.00438079969,5.12000,
-0.00437999969,5.12000,
-0.00437920031,5.16000,
-0.00437840031,5.16000,
-0.00437760031,5.12000,
-0.00437680031,5.28000,
-0.00437600031,5.08000,
-0.00437520031,5.16000,
-0.00437440031,5.12000,
-0.00437360031,5.12000,
-0.00437280031,5.12000,
-0.00437200031,5.12000,
-0.00437120031,5.12000,
-0.00437040031,5.16000,
-0.00436960031,5.12000,
-0.00436880031,5.16000,
-0.00436800031,5.16000,
-0.00436720031,5.12000,
-0.00436640031,5.28000,
-0.00436560031,5.16000,
-0.00436480031,5.12000,
-0.00436400031,5.16000,
-0.00436320031,5.16000,
-0.00436240000,5.12000,
-0.00436160000,5.16000,
-0.00436080000,5.12000,
-0.00436000000,5.16000,
-0.00435920000,5.12000,
-0.00435840000,5.12000,
-0.00435760000,5.12000,
-0.00435680000,5.20000,
-0.00435600000,5.16000,
-0.00435520000,5.16000,
-0.00435440000,5.16000,
-0.00435360000,5.16000,
-0.00435280000,5.16000,
-0.00435200000,5.16000,
-0.00435120000,5.16000,
-0.00435040000,5.12000,
-0.00434960000,5.16000,
-0.00434880000,5.12000,
-0.00434800000,5.12000,
-0.00434720000,5.12000,
-0.00434640000,5.12000,
-0.00434560000,5.12000,
-0.00434480000,5.16000,
-0.00434400000,5.12000,
-0.00434320000,5.12000,
-0.00434240000,5.16000,
-0.00434160000,5.12000,
-0.00434080000,5.12000,
-0.00434000000,5.16000,
-0.00433920000,5.12000,
-0.00433840000,5.16000,
-0.00433760000,5.12000,
-0.00433680000,5.12000,
-0.00433600000,5.12000,
-0.00433520000,5.16000,
-0.00433440000,5.12000,
-0.00433360000,5.12000,
-0.00433280000,5.12000,
-0.00433200000,5.12000,
-0.00433120000,5.12000,
-0.00433040000,5.12000,
-0.00432960000,5.12000,
-0.00432880000,5.12000,
-0.00432800000,5.16000,
-0.00432720000,5.12000,
-0.00432640000,5.12000,
-0.00432560000,5.12000,
-0.00432480000,5.16000,
-0.00432400000,5.16000,
-0.00432320000,5.12000,
-0.00432240000,5.16000,
-0.00432160000,5.16000,
-0.00432079969,5.12000,
-0.00431999969,5.16000,
-0.00431919969,5.12000,
-0.00431839969,5.12000,
-0.00431760031,5.12000,
-0.00431680031,5.12000,
-0.00431600031,5.16000,
-0.00431520031,5.16000,
-0.00431440031,5.16000,
-0.00431360031,5.12000,
-0.00431280031,5.12000,
-0.00431200031,5.16000,
-0.00431120031,5.12000,
-0.00431040031,5.16000,
-0.00430960031,5.16000,
-0.00430880031,5.12000,
-0.00430800031,5.16000,
-0.00430720031,5.12000,
-0.00430640031,5.16000,
-0.00430560031,5.12000,
-0.00430480031,5.16000,
-0.00430400031,5.12000,
-0.00430320031,5.12000,
-0.00430240031,5.16000,
-0.00430160031,5.12000,
-0.00430080000,5.12000,
-0.00430000000,5.16000,
-0.00429920000,5.12000,
-0.00429840000,5.12000,
-0.00429760000,5.16000,
-0.00429680000,5.12000,
-0.00429600000,5.12000,
-0.00429520000,5.16000,
-0.00429440000,5.12000,
-0.00429360000,5.16000,
-0.00429280000,5.08000,
-0.00429200000,5.12000,
-0.00429120000,5.20000,
-0.00429040000,5.16000,
-0.00428960000,5.12000,
-0.00428880000,5.16000,
-0.00428800000,5.12000,
-0.00428720000,5.12000,
-0.00428640000,5.16000,
-0.00428560000,5.16000,
-0.00428480000,5.12000,
-0.00428400000,5.32000,
-0.00428320000,5.04000,
-0.00428240000,5.20000,
-0.00428160000,5.12000,
-0.00428080000,5.16000,
-0.00428000000,5.16000,
-0.00427920000,5.16000,
-0.00427840000,5.12000,
-0.00427760000,5.16000,
-0.00427680000,5.12000,
-0.00427600000,5.16000,
-0.00427520000,5.16000,
-0.00427440000,5.16000,
-0.00427360000,5.24000,
-0.00427280000,5.12000,
-0.00427200000,5.12000,
-0.00427120000,5.12000,
-0.00427040000,5.12000,
-0.00426960000,5.16000,
-0.00426880000,5.12000,
-0.00426800000,5.12000,
-0.00426720000,5.16000,
-0.00426640000,5.12000,
-0.00426560000,5.12000,
-0.00426480000,5.08000,
-0.00426400000,5.12000,
-0.00426320000,5.16000,
-0.00426240000,5.12000,
-0.00426160000,5.12000,
-0.00426080000,5.12000,
-0.00425999969,5.12000,
-0.00425919969,5.12000,
-0.00425839969,5.12000,
-0.00425759969,5.16000,
-0.00425679969,5.12000,
-0.00425600031,5.12000,
-0.00425520031,5.12000,
-0.00425440031,5.12000,
-0.00425360031,5.12000,
-0.00425280031,5.08000,
-0.00425200031,5.16000,
-0.00425120031,5.16000,
-0.00425040031,5.12000,
-0.00424960031,5.16000,
-0.00424880031,5.16000,
-0.00424800031,5.12000,
-0.00424720031,5.12000,
-0.00424640031,5.12000,
-0.00424560031,5.12000,
-0.00424480031,5.12000,
-0.00424400031,5.12000,
-0.00424320031,5.12000,
-0.00424240031,5.20000,
-0.00424160031,5.12000,
-0.00424080031,5.16000,
-0.00424000000,5.12000,
-0.00423920000,5.16000,
-0.00423840000,5.12000,
-0.00423760000,5.12000,
-0.00423680000,5.12000,
-0.00423600000,5.12000,
-0.00423520000,5.12000,
-0.00423440000,5.12000,
-0.00423360000,5.16000,
-0.00423280000,5.12000,
-0.00423200000,5.16000,
-0.00423120000,5.12000,
-0.00423040000,5.12000,
-0.00422960000,5.12000,
-0.00422880000,5.16000,
-0.00422800000,5.12000,
-0.00422720000,5.12000,
-0.00422640000,5.16000,
-0.00422560000,5.16000,
-0.00422480000,5.16000,
-0.00422400000,5.12000,
-0.00422320000,5.16000,
-0.00422240000,5.32000,
-0.00422160000,5.08000,
-0.00422080000,5.12000,
-0.00422000000,5.12000,
-0.00421920000,5.12000,
-0.00421840000,5.12000,
-0.00421760000,5.16000,
-0.00421680000,5.12000,
-0.00421600000,5.12000,
-0.00421520000,5.12000,
-0.00421440000,5.12000,
-0.00421360000,5.12000,
-0.00421280000,5.12000,
-0.00421200000,5.16000,
-0.00421120000,5.16000,
-0.00421040000,5.12000,
-0.00420960000,5.16000,
-0.00420880000,5.12000,
-0.00420800000,5.08000,
-0.00420720000,5.16000,
-0.00420640000,5.12000,
-0.00420560000,5.16000,
-0.00420480000,5.12000,
-0.00420400000,5.16000,
-0.00420320000,5.12000,
-0.00420240000,5.12000,
-0.00420160000,5.16000,
-0.00420080000,5.16000,
-0.00420000000,5.12000,
-0.00419920000,5.12000,
-0.00419839969,5.16000,
-0.00419759969,5.16000,
-0.00419679969,5.16000,
-0.00419599969,5.12000,
-0.00419520031,5.12000,
-0.00419440031,5.12000,
-0.00419360031,5.16000,
-0.00419280031,5.12000,
-0.00419200031,5.16000,
-0.00419120031,5.16000,
-0.00419040031,5.12000,
-0.00418960031,5.12000,
-0.00418880031,5.16000,
-0.00418800031,5.16000,
-0.00418720031,5.12000,
-0.00418640031,5.12000,
-0.00418560031,5.12000,
-0.00418480031,5.12000,
-0.00418400031,5.16000,
-0.00418320031,5.12000,
-0.00418240031,5.12000,
-0.00418160031,5.12000,
-0.00418080031,5.12000,
-0.00418000031,5.12000,
-0.00417920031,5.12000,
-0.00417840000,5.12000,
-0.00417760000,5.08000,
-0.00417680000,5.16000,
-0.00417600000,5.12000,
-0.00417520000,5.08000,
-0.00417440000,5.12000,
-0.00417360000,5.12000,
-0.00417280000,5.12000,
-0.00417200000,5.16000,
-0.00417120000,5.04000,
-0.00417040000,5.16000,
-0.00416960000,5.12000,
-0.00416880000,5.16000,
-0.00416800000,5.12000,
-0.00416720000,5.12000,
-0.00416640000,5.12000,
-0.00416560000,5.16000,
-0.00416480000,5.12000,
-0.00416400000,5.12000,
-0.00416320000,5.16000,
-0.00416240000,5.12000,
-0.00416160000,5.12000,
-0.00416080000,5.32000,
-0.00416000000,5.04000,
-0.00415920000,5.16000,
-0.00415840000,5.16000,
-0.00415760000,5.12000,
-0.00415680000,5.12000,
-0.00415600000,5.12000,
-0.00415520000,5.12000,
-0.00415440000,5.12000,
-0.00415360000,5.12000,
-0.00415280000,5.12000,
-0.00415200000,5.12000,
-0.00415120000,5.12000,
-0.00415040000,5.20000,
-0.00414960000,5.12000,
-0.00414880000,5.12000,
-0.00414800000,5.12000,
-0.00414720000,5.12000,
-0.00414640000,5.16000,
-0.00414560000,5.12000,
-0.00414480000,5.12000,
-0.00414400000,5.12000,
-0.00414320000,5.16000,
-0.00414240000,5.12000,
-0.00414160000,5.08000,
-0.00414080000,5.12000,
-0.00414000000,5.16000,
-0.00413920000,5.16000,
-0.00413840000,5.16000,
-0.00413759969,5.12000,
-0.00413679969,5.08000,
-0.00413599969,5.12000,
-0.00413519969,5.12000,
-0.00413439969,5.16000,
-0.00413360031,5.08000,
-0.00413280031,5.12000,
-0.00413200031,5.12000,
-0.00413120031,5.12000,
-0.00413040031,5.12000,
-0.00412960031,5.16000,
-0.00412880031,5.16000,
-0.00412800031,5.12000,
-0.00412720031,5.16000,
-0.00412640031,5.16000,
-0.00412560031,5.12000,
-0.00412480031,5.12000,
-0.00412400031,5.16000,
-0.00412320031,5.12000,
-0.00412240031,5.16000,
-0.00412160031,5.12000,
-0.00412080031,5.12000,
-0.00412000031,5.12000,
-0.00411920031,5.16000,
-0.00411840031,5.16000,
-0.00411760000,5.12000,
-0.00411680000,5.12000,
-0.00411600000,5.12000,
-0.00411520000,5.16000,
-0.00411440000,5.08000,
-0.00411360000,5.12000,
-0.00411280000,5.12000,
-0.00411200000,5.08000,
-0.00411120000,5.12000,
-0.00411040000,5.16000,
-0.00410960000,5.16000,
-0.00410880000,5.16000,
-0.00410800000,5.16000,
-0.00410720000,5.12000,
-0.00410640000,5.12000,
-0.00410560000,5.16000,
-0.00410480000,5.12000,
-0.00410400000,5.12000,
-0.00410320000,5.12000,
-0.00410240000,5.12000,
-0.00410160000,5.16000,
-0.00410080000,5.12000,
-0.00410000000,5.12000,
-0.00409920000,5.24000,
-0.00409840000,5.08000,
-0.00409760000,5.16000,
-0.00409680000,5.16000,
-0.00409600000,5.08000,
-0.00409520000,5.12000,
-0.00409440000,5.12000,
-0.00409360000,5.12000,
-0.00409280000,5.12000,
-0.00409200000,5.12000,
-0.00409120000,5.16000,
-0.00409040000,5.12000,
-0.00408960000,5.12000,
-0.00408880000,5.32000,
-0.00408800000,5.08000,
-0.00408720000,5.12000,
-0.00408640000,5.12000,
-0.00408560000,5.12000,
-0.00408480000,5.12000,
-0.00408400000,5.12000,
-0.00408320000,5.08000,
-0.00408240000,5.16000,
-0.00408160000,5.12000,
-0.00408080000,5.12000,
-0.00408000000,5.12000,
-0.00407920000,5.12000,
-0.00407840000,5.04000,
-0.00407760000,5.16000,
-0.00407679969,5.12000,
-0.00407599969,5.12000,
-0.00407519969,5.12000,
-0.00407439969,5.12000,
-0.00407359969,5.12000,
-0.00407280031,5.16000,
-0.00407200031,5.12000,
-0.00407120031,5.16000,
-0.00407040031,5.12000,
-0.00406960031,5.16000,
-0.00406880031,5.12000,
-0.00406800031,5.16000,
-0.00406720031,5.16000,
-0.00406640031,5.08000,
-0.00406560031,5.12000,
-0.00406480031,5.12000,
-0.00406400031,5.12000,
-0.00406320031,5.12000,
-0.00406240031,5.12000,
-0.00406160031,5.16000,
-0.00406080031,5.12000,
-0.00406000031,5.12000,
-0.00405920031,5.12000,
-0.00405840031,5.12000,
-0.00405760031,5.12000,
-0.00405680031,5.12000,
-0.00405600000,5.16000,
-0.00405520000,5.12000,
-0.00405440000,5.12000,
-0.00405360000,5.16000,
-0.00405280000,5.12000,
-0.00405200000,5.12000,
-0.00405120000,5.12000,
-0.00405040000,5.12000,
-0.00404960000,5.12000,
-0.00404880000,5.16000,
-0.00404800000,5.08000,
-0.00404720000,5.08000,
-0.00404640000,5.12000,
-0.00404560000,5.12000,
-0.00404480000,5.12000,
-0.00404400000,5.12000,
-0.00404320000,5.12000,
-0.00404240000,5.12000,
-0.00404160000,5.12000,
-0.00404080000,5.16000,
-0.00404000000,5.12000,
-0.00403920000,5.12000,
-0.00403840000,5.16000,
-0.00403760000,5.16000,
-0.00403680000,5.20000,
-0.00403600000,5.04000,
-0.00403520000,5.36000,
-0.00403440000,5.16000,
-0.00403360000,5.12000,
-0.00403280000,5.20000,
-0.00403200000,5.20000,
-0.00403120000,5.24000,
-0.00403040000,5.16000,
-0.00402960000,5.20000,
-0.00402880000,5.24000,
-0.00402800000,5.16000,
-0.00402720000,5.16000,
-0.00402640000,5.20000,
-0.00402560000,5.16000,
-0.00402480000,5.16000,
-0.00402400000,5.12000,
-0.00402320000,5.12000,
-0.00402240000,5.12000,
-0.00402160000,5.04000,
-0.00402080000,5.08000,
-0.00402000000,5.12000,
-0.00401920000,5.08000,
-0.00401840000,5.04000,
-0.00401760000,5.08000,
-0.00401680000,5.08000,
-0.00401600000,5.12000,
-0.00401519969,5.08000,
-0.00401439969,5.08000,
-0.00401359969,5.04000,
-0.00401279969,5.16000,
-0.00401199969,5.12000,
-0.00401120031,5.08000,
-0.00401040031,5.04000,
-0.00400960031,5.08000,
-0.00400880031,5.12000,
-0.00400800031,5.04000,
-0.00400720031,5.08000,
-0.00400640031,5.04000,
-0.00400560031,5.08000,
-0.00400480031,5.04000,
-0.00400400031,5.04000,
-0.00400320031,5.04000,
-0.00400240031,5.04000,
-0.00400160031,5.04000,
-0.00400080031,5.04000,
-0.00400000031,5.04000,
-0.00399920031,5.08000,
-0.00399840031,5.04000,
-0.00399760031,5.04000,
-0.00399680031,5.04000,
-0.00399600031,5.28000,
-0.00399520000,5.08000,
-0.00399440000,5.12000,
-0.00399360000,5.12000,
-0.00399280000,5.16000,
-0.00399200000,5.16000,
-0.00399120000,5.20000,
-0.00399040000,5.12000,
-0.00398960000,5.20000,
-0.00398880000,5.16000,
-0.00398800000,5.20000,
-0.00398720000,5.20000,
-0.00398640000,5.20000,
-0.00398560000,5.20000,
-0.00398480000,5.20000,
-0.00398400000,5.16000,
-0.00398320000,5.24000,
-0.00398240000,5.20000,
-0.00398160000,5.20000,
-0.00398080000,5.20000,
-0.00398000000,5.16000,
-0.00397920000,5.20000,
-0.00397840000,5.16000,
-0.00397760000,5.20000,
-0.00397680000,5.16000,
-0.00397600000,5.12000,
-0.00397520000,5.16000,
-0.00397440000,5.16000,
-0.00397360000,5.16000,
-0.00397280000,5.16000,
-0.00397200000,5.16000,
-0.00397120000,5.12000,
-0.00397040000,5.16000,
-0.00396960000,5.12000,
-0.00396880000,5.08000,
-0.00396800000,5.04000,
-0.00396720000,5.12000,
-0.00396640000,5.12000,
-0.00396560000,5.16000,
-0.00396480000,5.04000,
-0.00396400000,5.12000,
-0.00396320000,5.08000,
-0.00396240000,5.12000,
-0.00396160000,5.08000,
-0.00396080000,5.08000,
-0.00396000000,5.08000,
-0.00395920000,5.16000,
-0.00395840000,5.04000,
-0.00395760000,5.04000,
-0.00395680000,5.12000,
-0.00395600000,5.12000,
-0.00395520000,5.28000,
-0.00395439969,5.04000,
-0.00395359969,5.20000,
-0.00395279969,5.12000,
-0.00395199969,5.16000,
-0.00395119969,5.16000,
-0.00395040031,5.16000,
-0.00394960031,5.16000,
-0.00394880031,5.12000,
-0.00394800031,5.16000,
-0.00394720031,5.16000,
-0.00394640031,5.16000,
-0.00394560031,5.20000,
-0.00394480031,5.20000,
-0.00394400031,5.12000,
-0.00394320031,5.16000,
-0.00394240031,5.20000,
-0.00394160031,5.16000,
-0.00394080031,5.20000,
-0.00394000031,5.12000,
-0.00393920031,5.16000,
-0.00393840031,5.20000,
-0.00393760031,5.16000,
-0.00393680031,5.16000,
-0.00393600031,5.16000,
-0.00393520031,5.16000,
-0.00393440000,5.12000,
-0.00393360000,5.16000,
-0.00393280000,5.12000,
-0.00393200000,5.16000,
-0.00393120000,5.16000,
-0.00393040000,5.12000,
-0.00392960000,5.12000,
-0.00392880000,5.12000,
-0.00392800000,5.08000,
-0.00392720000,5.08000,
-0.00392640000,5.12000,
-0.00392560000,5.12000,
-0.00392480000,5.32000,
-0.00392400000,5.04000,
-0.00392320000,5.12000,
-0.00392240000,5.08000,
-0.00392160000,5.12000,
-0.00392080000,5.12000,
-0.00392000000,5.08000,
-0.00391920000,5.12000,
-0.00391840000,5.12000,
-0.00391760000,5.12000,
-0.00391680000,5.12000,
-0.00391600000,5.12000,
-0.00391520000,5.12000,
-0.00391440000,5.28000,
-0.00391360000,5.08000,
-0.00391280000,5.16000,
-0.00391200000,5.16000,
-0.00391120000,5.16000,
-0.00391040000,5.16000,
-0.00390960000,5.12000,
-0.00390880000,5.12000,
-0.00390800000,5.12000,
-0.00390720000,5.12000,
-0.00390640000,5.16000,
-0.00390560000,5.20000,
-0.00390480000,5.16000,
-0.00390400031,5.16000,
-0.00390320000,5.16000,
-0.00390240000,5.16000,
-0.00390160000,5.16000,
-0.00390080000,5.20000,
-0.00390000000,5.16000,
-0.00389920000,5.16000,
-0.00389840000,5.12000,
-0.00389760000,5.20000,
-0.00389680000,5.16000,
-0.00389600000,5.16000,
-0.00389520000,5.16000,
-0.00389440000,5.20000,
-0.00389360000,5.16000,
-0.00389280000,5.16000,
-0.00389200000,5.16000,
-0.00389120000,5.16000,
-0.00389040000,5.16000,
-0.00388960000,5.16000,
-0.00388880000,5.12000,
-0.00388800000,5.12000,
-0.00388720000,5.20000,
-0.00388640000,5.20000,
-0.00388560000,5.16000,
-0.00388480000,5.16000,
-0.00388400000,5.16000,
-0.00388320000,5.16000,
-0.00388240000,5.12000,
-0.00388160000,5.16000,
-0.00388080000,5.12000,
-0.00388000000,5.16000,
-0.00387920000,5.12000,
-0.00387840000,5.12000,
-0.00387760000,5.16000,
-0.00387680000,5.12000,
-0.00387600000,5.12000,
-0.00387520000,5.12000,
-0.00387440000,5.16000,
-0.00387360031,5.32000,
-0.00387280000,5.04000,
-0.00387200000,5.16000,
-0.00387120000,5.16000,
-0.00387040000,5.08000,
-0.00386960000,5.16000,
-0.00386880000,5.12000,
-0.00386800000,5.16000,
-0.00386720000,5.16000,
-0.00386640000,5.16000,
-0.00386560000,5.20000,
-0.00386480000,5.20000,
-0.00386400000,5.16000,
-0.00386320000,5.28000,
-0.00386240000,5.12000,
-0.00386160000,5.20000,
-0.00386080000,5.16000,
-0.00386000000,5.20000,
-0.00385920000,5.16000,
-0.00385840000,5.16000,
-0.00385760000,5.16000,
-0.00385680000,5.16000,
-0.00385600000,5.16000,
-0.00385520000,5.12000,
-0.00385440000,5.20000,
-0.00385360000,5.20000,
-0.00385280000,5.36000,
-0.00385200000,5.12000,
-0.00385120000,5.16000,
-0.00385040000,5.16000,
-0.00384960000,5.20000,
-0.00384880000,5.16000,
-0.00384800000,5.12000,
-0.00384720000,5.16000,
-0.00384640000,5.16000,
-0.00384560000,5.20000,
-0.00384480000,5.20000,
-0.00384400000,5.12000,
-0.00384320031,5.16000,
-0.00384240000,5.32000,
-0.00384160000,5.08000,
-0.00384080000,5.16000,
-0.00384000000,5.20000,
-0.00383920000,5.16000,
-0.00383840000,5.12000,
-0.00383760000,5.16000,
-0.00383680000,5.16000,
-0.00383600000,5.12000,
-0.00383520000,5.16000,
-0.00383440000,5.12000,
-0.00383360000,5.16000,
-0.00383280000,5.16000,
-0.00383200000,5.32000,
-0.00383120000,5.12000,
-0.00383040000,5.24000,
-0.00382960000,5.12000,
-0.00382880000,5.16000,
-0.00382800000,5.12000,
-0.00382720000,5.16000,
-0.00382640000,5.16000,
-0.00382560000,5.16000,
-0.00382480000,5.20000,
-0.00382400000,5.16000,
-0.00382320000,5.16000,
-0.00382240000,5.16000,
-0.00382160000,5.36000,
-0.00382080000,5.08000,
-0.00382000000,5.16000,
-0.00381920000,5.16000,
-0.00381840000,5.16000,
-0.00381760000,5.16000,
-0.00381680000,5.16000,
-0.00381600000,5.16000,
-0.00381520000,5.20000,
-0.00381440000,5.16000,
-0.00381360000,5.20000,
-0.00381280000,5.20000,
-0.00381200000,5.16000,
-0.00381120000,5.32000,
-0.00381040000,5.16000,
-0.00380960000,5.20000,
-0.00380880000,5.16000,
-0.00380800000,5.16000,
-0.00380720000,5.16000,
-0.00380640000,5.16000,
-0.00380560000,5.12000,
-0.00380480000,5.16000,
-0.00380400000,5.16000,
-0.00380320000,5.16000,
-0.00380240000,5.20000,
-0.00380160000,5.16000,
-0.00380080000,5.16000,
-0.00380000000,5.16000,
-0.00379920000,5.16000,
-0.00379840000,5.12000,
-0.00379760000,5.12000,
-0.00379680000,5.12000,
-0.00379600000,5.12000,
-0.00379520000,5.12000,
-0.00379440000,5.12000,
-0.00379360000,5.16000,
-0.00379280000,5.12000,
-0.00379200000,5.12000,
-0.00379120000,5.16000,
-0.00379040000,5.32000,
-0.00378960000,5.12000,
-0.00378880000,5.20000,
-0.00378800000,5.16000,
-0.00378720000,5.16000,
-0.00378640000,5.16000,
-0.00378560000,5.12000,
-0.00378480000,5.12000,
-0.00378400000,5.12000,
-0.00378320000,5.16000,
-0.00378240000,5.12000,
-0.00378160031,5.16000,
-0.00378080000,5.16000,
-0.00378000000,5.16000,
-0.00377920000,5.12000,
-0.00377840000,5.16000,
-0.00377760000,5.16000,
-0.00377680000,5.16000,
-0.00377600000,5.12000,
-0.00377520000,5.16000,
-0.00377440000,5.16000,
-0.00377360000,5.16000,
-0.00377280000,5.16000,
-0.00377200000,5.16000,
-0.00377120000,5.16000,
-0.00377040000,5.12000,
-0.00376960000,5.16000,
-0.00376880000,5.16000,
-0.00376800000,5.16000,
-0.00376720000,5.20000,
-0.00376640000,5.16000,
-0.00376560000,5.16000,
-0.00376480000,5.16000,
-0.00376400000,5.12000,
-0.00376320000,5.16000,
-0.00376240000,5.16000,
-0.00376160000,5.16000,
-0.00376080000,5.16000,
-0.00376000000,5.16000,
-0.00375920000,5.16000,
-0.00375840000,5.16000,
-0.00375760000,5.16000,
-0.00375680000,5.16000,
-0.00375600000,5.16000,
-0.00375520000,5.12000,
-0.00375440000,5.12000,
-0.00375360000,5.16000,
-0.00375280000,5.16000,
-0.00375200000,5.12000,
-0.00375120031,5.16000,
-0.00375040000,5.16000,
-0.00374960000,5.20000,
-0.00374880000,5.16000,
-0.00374800000,5.16000,
-0.00374720000,5.12000,
-0.00374640000,5.16000,
-0.00374560000,5.12000,
-0.00374480000,5.16000,
-0.00374400000,5.16000,
-0.00374320000,5.12000,
-0.00374240000,5.16000,
-0.00374160000,5.16000,
-0.00374080000,5.16000,
-0.00374000000,5.16000,
-0.00373920000,5.12000,
-0.00373840000,5.16000,
