Source,CH1
Second,Volt
-0.00563200000,5.16000,
-0.00563120000,5.16000,
-0.00563040000,5.16000,
-0.00562960000,5.20000,
-0.00562880000,5.16000,
-0.00562800000,5.16000,
-0.00562720000,5.16000,
-0.00562640000,5.16000,
-0.00562560000,5.12000,
-0.00562480000,5.16000,
-0.00562400000,5.16000,
-0.00562320000,5.20000,
-0.00562240000,5.12000,
-0.00562160000,5.16000,
-0.00562080000,5.16000,
-0.00562000000,5.16000,
-0.00561920000,5.20000,
-0.00561840000,5.20000,
-0.00561760000,5.12000,
-0.00561680000,5.16000,
-0.00561600000,5.16000,
-0.00561520000,5.16000,
-0.00561440000,5.16000,
-0.00561360000,5.16000,
-0.00561280000,5.16000,
-0.00561200000,5.16000,
-0.00561120000,5.16000,
-0.00561040000,5.12000,
-0.00560960000,5.12000,
-0.00560880000,5.16000,
-0.00560800000,5.16000,
-0.00560720000,5.12000,
-0.00560640000,5.16000,
-0.00560560000,5.16000,
-0.00560480000,5.16000,
-0.00560400000,5.16000,
-0.00560320000,5.12000,
-0.00560240000,5.16000,
-0.00560160000,5.16000,
-0.00560080000,5.12000,
-0.00560000000,5.20000,
-0.00559920000,5.32000,
-0.00559840000,5.04000,
-0.00559760000,5.16000,
-0.00559680000,5.16000,
-0.00559600000,5.12000,
-0.00559520000,5.16000,
-0.00559440000,5.16000,
-0.00559360000,5.12000,
-0.00559280000,5.16000,
-0.00559200000,5.12000,
-0.00559120000,5.16000,
-0.00559040000,5.16000,
-0.00558960000,5.16000,
-0.00558880000,5.12000,
-0.00558800000,5.16000,
-0.00558720000,5.16000,
-0.00558640000,5.16000,
-0.00558560000,5.12000,
-0.00558480000,5.12000,
-0.00558400000,5.20000,
-0.00558320000,5.12000,
-0.00558240000,5.16000,
-0.00558160000,5.16000,
-0.00558080000,5.12000,
-0.00558000000,5.16000,
-0.00557920000,5.16000,
-0.00557840000,5.16000,
-0.00557760000,5.20000,
-0.00557680000,5.16000,
-0.00557600000,5.16000,
-0.00557520000,5.16000,
-0.00557440000,5.16000,
-0.00557360000,5.16000,
-0.00557280000,5.16000,
-0.00557200000,5.16000,
-0.00557120000,5.16000,
-0.00557040000,5.16000,
-0.00556960000,5.16000,
-0.00556880000,5.16000,
-0.00556800000,5.20000,
-0.00556720000,5.16000,
-0.00556640000,5.16000,
-0.00556560000,5.16000,
-0.00556480000,5.16000,
-0.00556400000,5.16000,
-0.00556320000,5.16000,
-0.00556240000,5.16000,
-0.00556160000,5.16000,
-0.00556080000,5.16000,
-0.00556000000,5.16000,
-0.00555920000,5.16000,
-0.00555840000,5.20000,
-0.00555760000,5.16000,
-0.00555680000,5.16000,
-0.00555600000,5.16000,
-0.00555520000,5.16000,
-0.00555440000,5.16000,
-0.00555360000,5.16000,
-0.00555280000,5.16000,
-0.00555200000,5.16000,
-0.00555120000,5.12000,
-0.00555040000,5.16000,
-0.00554960000,5.16000,
-0.00554880000,5.16000,
-0.00554800000,5.36000,
-0.00554720000,5.12000,
-0.00554640000,5.16000,
-0.00554560000,5.16000,
-0.00554480000,5.12000,
-0.00554400000,5.16000,
-0.00554320000,5.16000,
-0.00554240000,5.16000,
-0.00554160000,5.16000,
-0.00554080000,5.16000,
-0.00554000000,5.16000,
-0.00553920000,5.16000,
-0.00553840000,5.16000,
-0.00553760000,5.16000,
-0.00553680000,5.20000,
-0.00553600000,5.20000,
-0.00553520000,5.16000,
-0.00553440000,5.16000,
-0.00553360000,5.16000,
-0.00553280000,5.16000,
-0.00553200000,5.16000,
-0.00553120000,5.16000,
-0.00553040000,5.12000,
-0.00552960000,5.20000,
-0.00552880000,5.20000,
-0.00552800000,5.16000,
-0.00552720000,5.20000,
-0.00552640000,5.16000,
-0.00552560000,5.16000,
-0.00552480000,5.16000,
-0.00552400000,5.20000,
-0.00552320000,5.16000,
-0.00552240000,5.16000,
-0.00552160000,5.16000,
-0.00552080000,5.20000,
-0.00552000000,5.16000,
-0.00551920000,5.20000,
-0.00551840000,5.16000,
-0.00551760000,5.16000,
-0.00551680000,5.16000,
-0.00551600000,5.16000,
-0.00551520000,5.16000,
-0.00551440000,5.16000,
-0.00551360000,5.16000,
-0.00551280000,5.16000,
-0.00551200000,5.16000,
-0.00551120000,5.12000,
-0.00551040000,5.16000,
-0.00550960000,5.20000,
-0.00550880000,5.16000,
-0.00550800000,5.12000,
-0.00550720000,5.16000,
-0.00550640000,5.16000,
-0.00550560000,5.12000,
-0.00550480000,5.20000,
-0.00550400000,5.12000,
-0.00550320000,5.16000,
-0.00550240000,5.16000,
-0.00550160000,5.12000,
-0.00550080000,5.16000,
-0.00550000000,5.12000,
-0.00549920000,5.12000,
-0.00549840000,5.12000,
-0.00549760000,5.16000,
-0.00549680000,5.16000,
-0.00549600000,5.16000,
-0.00549520000,5.16000,
-0.00549440000,5.16000,
-0.00549360000,5.20000,
-0.00549280000,5.16000,
-0.00549200000,5.12000,
-0.00549120000,5.16000,
-0.00549040000,5.20000,
-0.00548960000,5.16000,
-0.00548880000,5.16000,
-0.00548800000,5.16000,
-0.00548720000,5.16000,
-0.00548640000,5.16000,
-0.00548560000,5.24000,
-0.00548480000,5.16000,
-0.00548400000,5.16000,
-0.00548320000,5.20000,
-0.00548240000,5.16000,
-0.00548160000,5.16000,
-0.00548080000,5.16000,
-0.00548000000,5.16000,
-0.00547920000,5.20000,
-0.00547840000,5.20000,
-0.00547760000,5.12000,
-0.00547680000,5.12000,
-0.00547600000,5.20000,
-0.00547520000,5.20000,
-0.00547440000,5.16000,
-0.00547360000,5.16000,
-0.00547280000,5.16000,
-0.00547200000,5.16000,
-0.00547120000,5.16000,
-0.00547040000,5.16000,
-0.00546960000,5.16000,
-0.00546880000,5.16000,
-0.00546800000,5.16000,
-0.00546720000,5.16000,
-0.00546640000,5.16000,
-0.00546560000,5.24000,
-0.00546480000,5.12000,
-0.00546400000,5.16000,
-0.00546320000,5.16000,
-0.00546240000,5.16000,
-0.00546160000,5.20000,
-0.00546080000,5.12000,
-0.00546000000,5.16000,
-0.00545920000,5.16000,
-0.00545840000,5.12000,
-0.00545760000,5.12000,
-0.00545680000,5.16000,
-0.00545600000,5.16000,
-0.00545520000,5.32000,
-0.00545440000,5.08000,
-0.00545360000,5.16000,
-0.00545280000,5.12000,
-0.00545200000,5.12000,
-0.00545120000,5.16000,
-0.00545040000,5.20000,
-0.00544960000,5.16000,
-0.00544880000,5.16000,
-0.00544800000,5.16000,
-0.00544720000,5.16000,
-0.00544640000,5.12000,
-0.00544560000,5.16000,
-0.00544480000,5.16000,
-0.00544400000,5.16000,
-0.00544320000,5.16000,
-0.00544240000,5.20000,
-0.00544160000,5.20000,
-0.00544080000,5.16000,
-0.00544000000,5.16000,
-0.00543920000,5.16000,
-0.00543840000,5.16000,
-0.00543760000,5.20000,
-0.00543680000,5.16000,
-0.00543600000,5.20000,
-0.00543520000,5.16000,
-0.00543440000,5.12000,
-0.00543360000,5.16000,
-0.00543280000,5.16000,
-0.00543200000,5.20000,
-0.00543120000,5.16000,
-0.00543040000,5.20000,
-0.00542960000,5.16000,
-0.00542880000,5.16000,
-0.00542800000,5.16000,
-0.00542720000,5.16000,
-0.00542640000,5.12000,
-0.00542560000,5.16000,
-0.00542480000,5.16000,
-0.00542400000,5.16000,
-0.00542320000,5.20000,
-0.00542240000,5.12000,
-0.00542160000,5.16000,
-0.00542080000,5.16000,
-0.00542000000,5.16000,
-0.00541920000,5.16000,
-0.00541840000,5.12000,
-0.00541760000,5.12000,
